Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,meetings_per_hour
HR,20,14,5,1,1,Satisfied,5,,1,0.7
Project Manager,55,0,2,1,0,Unsatisfied,3,1.0,3,0.0
Sales,29,5,3,3,0,Satisfied,5,2.0,2,0.1724137931034483
Project Manager,51,0,4,2,1,Unsatisfied,3,,1,0.0
HR,45,12,2,3,0,Unsatisfied,5,1.0,3,0.26666666666666666
Marketing,49,8,2,3,0,Satisfied,2,2.0,1,0.16326530612244897
Marketing,21,2,2,2,1,Unsatisfied,5,1.0,3,0.09523809523809523
Marketing,40,12,2,1,0,Unsatisfied,1,1.0,1,0.3
Data Scientist,53,14,1,2,0,Unsatisfied,4,2.0,2,0.2641509433962264
Sales,30,4,5,1,1,Unsatisfied,1,2.0,1,0.13333333333333333
Sales,54,4,5,1,0,Neutral,2,2.0,2,0.07407407407407407
Data Scientist,47,6,5,2,0,Satisfied,3,2.0,2,0.1276595744680851
HR,39,11,2,2,1,Neutral,1,1.0,3,0.28205128205128205
Project Manager,20,14,5,1,1,Satisfied,4,2.0,2,0.7
Sales,30,5,3,3,1,Neutral,3,1.0,1,0.16666666666666666
Marketing,48,15,1,2,0,Unsatisfied,3,2.0,3,0.3125
Data Scientist,29,1,4,1,1,Unsatisfied,4,1.0,3,0.034482758620689655
Data Scientist,54,6,4,2,0,Satisfied,1,2.0,3,0.1111111111111111
Data Scientist,41,13,1,1,1,Neutral,4,2.0,1,0.3170731707317073
Project Manager,47,12,5,2,0,Neutral,1,,1,0.2553191489361702
Marketing,50,1,2,1,1,Neutral,3,2.0,3,0.02
Marketing,44,9,2,3,1,Unsatisfied,5,,3,0.20454545454545456
Data Scientist,30,1,5,1,0,Satisfied,2,2.0,2,0.03333333333333333
Sales,30,15,5,1,0,Satisfied,4,2.0,1,0.5
Data Scientist,40,1,1,2,0,Neutral,5,1.0,1,0.025
Designer,47,12,3,3,0,Satisfied,5,2.0,1,0.2553191489361702
Project Manager,34,15,4,2,0,Neutral,5,,3,0.4411764705882353
Project Manager,52,2,3,3,1,Unsatisfied,5,1.0,2,0.038461538461538464
Designer,25,14,3,3,1,Unsatisfied,2,2.0,2,0.56
Sales,49,0,1,1,0,Satisfied,3,1.0,2,0.0
Marketing,59,2,2,1,0,Satisfied,4,1.0,1,0.03389830508474576
HR,60,2,1,2,0,Satisfied,5,2.0,3,0.03333333333333333
Project Manager,38,7,2,1,1,Neutral,4,,1,0.18421052631578946
Designer,31,1,1,3,1,Neutral,2,1.0,3,0.03225806451612903
Project Manager,48,4,5,2,1,Neutral,3,2.0,2,0.08333333333333333
Designer,50,7,1,2,1,Neutral,1,2.0,3,0.14
Project Manager,50,7,2,3,1,Neutral,3,1.0,3,0.14
Marketing,46,7,1,2,1,Neutral,5,2.0,1,0.15217391304347827
Project Manager,59,0,5,1,1,Neutral,3,,1,0.0
Sales,55,9,5,2,0,Unsatisfied,1,1.0,3,0.16363636363636364
Marketing,38,3,1,2,0,Neutral,3,1.0,2,0.07894736842105263
HR,36,7,4,3,1,Satisfied,1,1.0,3,0.19444444444444445
Sales,33,2,4,1,0,Neutral,1,1.0,1,0.06060606060606061
Data Scientist,31,10,5,1,0,Neutral,5,,1,0.3225806451612903
Marketing,44,1,5,2,0,Neutral,5,1.0,1,0.022727272727272728
Designer,22,10,5,1,1,Satisfied,1,2.0,2,0.45454545454545453
Sales,32,15,4,3,1,Neutral,3,1.0,2,0.46875
Marketing,33,5,3,2,1,Satisfied,2,,3,0.15151515151515152
HR,44,11,5,1,0,Satisfied,4,,2,0.25
Designer,57,13,5,3,1,Unsatisfied,5,,1,0.22807017543859648
HR,54,1,3,3,0,Neutral,2,2.0,3,0.018518518518518517
HR,45,4,3,2,0,Unsatisfied,3,,1,0.08888888888888889
HR,48,4,1,3,1,Satisfied,1,1.0,1,0.08333333333333333
HR,42,2,4,1,0,Neutral,2,2.0,1,0.047619047619047616
Software Engineer,38,11,3,2,1,Unsatisfied,2,1.0,1,0.2894736842105263
Sales,59,12,3,1,0,Satisfied,2,,3,0.2033898305084746
Designer,28,13,4,1,1,Satisfied,1,2.0,2,0.4642857142857143
Sales,34,8,4,1,1,Neutral,4,,2,0.23529411764705882
Sales,29,5,3,3,1,Neutral,2,,1,0.1724137931034483
Marketing,48,11,3,3,0,Unsatisfied,1,,2,0.22916666666666666
Designer,51,5,1,1,0,Satisfied,4,2.0,2,0.09803921568627451
Software Engineer,37,10,2,2,0,Satisfied,2,2.0,2,0.2702702702702703
HR,32,8,5,1,1,Unsatisfied,2,2.0,3,0.25
Data Scientist,40,3,4,1,1,Satisfied,5,1.0,1,0.075
Marketing,25,7,3,1,0,Neutral,5,2.0,1,0.28
Designer,34,11,4,1,0,Satisfied,1,,1,0.3235294117647059
Marketing,55,11,3,2,0,Unsatisfied,3,,3,0.2
Project Manager,22,0,1,3,0,Satisfied,5,1.0,3,0.0
Project Manager,57,10,3,2,0,Neutral,3,1.0,1,0.17543859649122806
Project Manager,60,0,2,3,1,Neutral,2,1.0,3,0.0
Designer,40,1,5,1,0,Neutral,4,,3,0.025
Designer,60,6,5,3,1,Unsatisfied,3,,2,0.1
Designer,31,10,4,3,1,Satisfied,3,1.0,1,0.3225806451612903
Designer,55,2,5,2,1,Neutral,5,2.0,1,0.03636363636363636
Data Scientist,40,8,4,3,1,Satisfied,5,1.0,1,0.2
Sales,53,12,3,1,1,Neutral,2,,1,0.22641509433962265
HR,34,14,4,2,0,Satisfied,5,,3,0.4117647058823529
Project Manager,23,13,3,1,1,Satisfied,5,2.0,2,0.5652173913043478
Data Scientist,54,15,1,2,0,Satisfied,2,2.0,1,0.2777777777777778
Sales,29,8,2,3,0,Unsatisfied,4,2.0,2,0.27586206896551724
Marketing,40,9,5,1,0,Satisfied,5,,3,0.225
Sales,22,1,3,2,0,Satisfied,4,1.0,2,0.045454545454545456
Marketing,22,14,3,3,0,Unsatisfied,1,,1,0.6363636363636364
Software Engineer,48,8,4,1,0,Unsatisfied,4,1.0,2,0.16666666666666666
Data Scientist,22,6,1,1,1,Satisfied,3,2.0,2,0.2727272727272727
Sales,28,10,3,1,1,Neutral,4,2.0,2,0.35714285714285715
Marketing,43,7,1,3,1,Satisfied,5,1.0,3,0.16279069767441862
Data Scientist,49,5,5,2,1,Satisfied,4,,3,0.10204081632653061
Software Engineer,20,10,2,2,1,Satisfied,1,1.0,1,0.5
Designer,24,1,5,2,1,Unsatisfied,5,1.0,3,0.041666666666666664
HR,24,2,1,2,0,Neutral,4,1.0,2,0.08333333333333333
Software Engineer,47,2,3,2,1,Unsatisfied,2,1.0,1,0.0425531914893617
Project Manager,30,13,2,2,0,Unsatisfied,5,,3,0.43333333333333335
Sales,50,4,4,3,1,Satisfied,1,1.0,1,0.08
Marketing,34,9,4,3,1,Unsatisfied,5,2.0,3,0.2647058823529412
Data Scientist,55,7,2,2,1,Neutral,4,1.0,2,0.12727272727272726
Sales,55,14,5,2,1,Neutral,5,,3,0.2545454545454545
Software Engineer,45,12,3,2,0,Unsatisfied,2,,3,0.26666666666666666
Project Manager,20,3,2,2,0,Satisfied,4,1.0,3,0.15
HR,59,12,3,1,1,Satisfied,1,2.0,2,0.2033898305084746
HR,32,10,5,2,0,Unsatisfied,3,1.0,3,0.3125
Sales,25,7,5,3,1,Unsatisfied,3,1.0,1,0.28
Sales,30,15,2,1,1,Unsatisfied,1,1.0,1,0.5
HR,33,10,3,1,0,Unsatisfied,2,2.0,3,0.30303030303030304
Marketing,58,13,5,1,1,Satisfied,4,2.0,2,0.22413793103448276
Software Engineer,55,12,4,2,1,Satisfied,1,1.0,1,0.21818181818181817
Designer,58,2,5,3,1,Neutral,3,2.0,2,0.034482758620689655
Marketing,34,4,4,1,0,Unsatisfied,1,,1,0.11764705882352941
Software Engineer,36,15,4,1,1,Satisfied,3,,2,0.4166666666666667
Software Engineer,42,2,3,2,0,Satisfied,5,2.0,3,0.047619047619047616
Marketing,22,15,4,2,1,Satisfied,2,1.0,3,0.6818181818181818
HR,52,3,4,2,1,Unsatisfied,5,,2,0.057692307692307696
Software Engineer,53,6,5,3,1,Unsatisfied,1,1.0,2,0.11320754716981132
Data Scientist,37,11,3,3,1,Unsatisfied,1,,1,0.2972972972972973
Data Scientist,55,4,2,1,0,Satisfied,1,1.0,1,0.07272727272727272
Project Manager,42,4,1,3,0,Neutral,4,2.0,2,0.09523809523809523
Marketing,55,4,3,2,1,Unsatisfied,2,1.0,1,0.07272727272727272
Software Engineer,42,13,5,1,1,Unsatisfied,4,,2,0.30952380952380953
Software Engineer,39,10,4,1,0,Unsatisfied,3,,3,0.2564102564102564
Designer,54,3,2,3,0,Neutral,5,1.0,1,0.05555555555555555
Data Scientist,28,0,4,3,0,Satisfied,1,2.0,1,0.0
Project Manager,44,13,4,1,0,Neutral,5,,3,0.29545454545454547
Data Scientist,36,11,2,1,0,Neutral,1,1.0,1,0.3055555555555556
HR,20,15,4,1,1,Satisfied,5,,3,0.75
Sales,42,15,2,3,1,Satisfied,2,,3,0.35714285714285715
Marketing,24,1,1,2,0,Neutral,5,2.0,1,0.041666666666666664
HR,48,7,3,1,1,Satisfied,5,,3,0.14583333333333334
Project Manager,30,13,4,1,0,Satisfied,4,1.0,3,0.43333333333333335
HR,27,5,1,1,0,Satisfied,3,,1,0.18518518518518517
Sales,24,5,2,1,1,Neutral,3,,1,0.20833333333333334
Designer,42,0,5,1,1,Unsatisfied,2,2.0,3,0.0
Designer,53,10,4,3,1,Unsatisfied,3,2.0,2,0.18867924528301888
Sales,34,14,4,2,1,Neutral,4,1.0,3,0.4117647058823529
HR,42,7,1,1,1,Unsatisfied,1,1.0,2,0.16666666666666666
Data Scientist,25,3,1,2,1,Neutral,3,1.0,3,0.12
Software Engineer,30,15,5,1,0,Satisfied,4,1.0,1,0.5
Project Manager,27,9,2,2,1,Neutral,5,1.0,2,0.3333333333333333
Project Manager,27,15,1,1,1,Unsatisfied,3,2.0,1,0.5555555555555556
Project Manager,56,5,2,2,0,Unsatisfied,2,,3,0.08928571428571429
Marketing,30,14,3,3,1,Neutral,4,,3,0.4666666666666667
Project Manager,40,1,4,2,1,Unsatisfied,2,1.0,2,0.025
Sales,57,13,3,1,1,Neutral,5,2.0,3,0.22807017543859648
HR,46,10,1,1,0,Neutral,5,1.0,1,0.21739130434782608
Data Scientist,38,15,5,3,1,Neutral,2,1.0,3,0.39473684210526316
Sales,47,5,1,1,0,Neutral,4,2.0,2,0.10638297872340426
Marketing,22,8,3,3,0,Neutral,1,1.0,2,0.36363636363636365
Project Manager,34,8,4,1,1,Neutral,4,2.0,1,0.23529411764705882
Data Scientist,46,2,5,1,0,Unsatisfied,5,,2,0.043478260869565216
Data Scientist,28,0,3,2,0,Satisfied,1,,2,0.0
Software Engineer,35,1,5,1,1,Unsatisfied,4,2.0,2,0.02857142857142857
Designer,23,14,3,2,1,Satisfied,1,2.0,2,0.6086956521739131
Marketing,36,7,4,3,0,Satisfied,3,2.0,3,0.19444444444444445
Marketing,45,10,5,1,1,Unsatisfied,3,2.0,2,0.2222222222222222
Project Manager,39,9,1,3,0,Neutral,2,1.0,1,0.23076923076923078
Designer,55,7,1,1,0,Neutral,2,2.0,1,0.12727272727272726
HR,26,5,4,1,1,Neutral,4,,3,0.19230769230769232
Software Engineer,51,6,1,2,0,Satisfied,3,1.0,2,0.11764705882352941
Data Scientist,20,4,5,1,1,Satisfied,2,2.0,2,0.2
HR,46,12,5,2,1,Neutral,1,,3,0.2608695652173913
Designer,31,0,1,2,0,Satisfied,1,1.0,3,0.0
Sales,56,11,1,2,1,Neutral,5,1.0,1,0.19642857142857142
Project Manager,52,10,3,3,1,Neutral,1,1.0,3,0.19230769230769232
Sales,53,14,2,2,0,Satisfied,4,,3,0.2641509433962264
Marketing,30,0,5,1,0,Satisfied,5,,3,0.0
Marketing,56,13,5,2,1,Unsatisfied,4,2.0,2,0.23214285714285715
Data Scientist,20,15,3,1,1,Unsatisfied,5,,3,0.75
Software Engineer,52,10,4,3,0,Unsatisfied,1,2.0,3,0.19230769230769232
Sales,38,5,5,3,1,Unsatisfied,2,1.0,3,0.13157894736842105
HR,36,10,2,1,1,Unsatisfied,4,,2,0.2777777777777778
Designer,25,9,4,1,1,Unsatisfied,2,1.0,1,0.36
Designer,46,8,4,1,1,Neutral,4,1.0,2,0.17391304347826086
Data Scientist,42,8,5,2,0,Unsatisfied,5,,1,0.19047619047619047
Software Engineer,32,9,5,3,0,Satisfied,4,1.0,1,0.28125
Designer,34,8,1,2,0,Satisfied,2,1.0,3,0.23529411764705882
Marketing,35,1,5,1,0,Neutral,1,2.0,2,0.02857142857142857
Designer,27,13,3,2,1,Neutral,4,,3,0.48148148148148145
Marketing,43,7,5,3,1,Unsatisfied,2,1.0,2,0.16279069767441862
Data Scientist,27,1,3,3,1,Neutral,3,,2,0.037037037037037035
Sales,31,8,4,2,0,Neutral,1,,2,0.25806451612903225
Marketing,20,2,3,3,1,Neutral,3,1.0,1,0.1
HR,44,4,2,2,0,Satisfied,3,2.0,1,0.09090909090909091
Project Manager,59,2,3,2,0,Unsatisfied,4,1.0,2,0.03389830508474576
Data Scientist,53,3,3,1,0,Satisfied,3,1.0,1,0.05660377358490566
Software Engineer,56,11,4,1,1,Neutral,1,2.0,3,0.19642857142857142
Sales,37,6,1,2,0,Unsatisfied,4,1.0,3,0.16216216216216217
Designer,59,1,1,3,1,Satisfied,1,,1,0.01694915254237288
Designer,41,13,1,2,1,Unsatisfied,1,1.0,1,0.3170731707317073
Sales,32,0,4,1,0,Neutral,3,2.0,3,0.0
HR,38,7,5,1,0,Unsatisfied,5,,1,0.18421052631578946
Sales,42,15,5,1,1,Unsatisfied,2,2.0,1,0.35714285714285715
Software Engineer,45,7,1,3,1,Unsatisfied,4,,1,0.15555555555555556
Sales,36,4,3,2,0,Unsatisfied,4,2.0,1,0.1111111111111111
Data Scientist,28,10,3,1,0,Satisfied,5,1.0,3,0.35714285714285715
Marketing,23,7,1,1,0,Unsatisfied,1,1.0,3,0.30434782608695654
Sales,40,11,5,1,1,Unsatisfied,3,,2,0.275
Marketing,40,11,1,2,1,Satisfied,1,2.0,3,0.275
Data Scientist,24,5,3,1,0,Satisfied,4,,3,0.20833333333333334
Marketing,21,0,3,3,0,Neutral,5,1.0,1,0.0
Sales,34,3,2,3,1,Satisfied,2,1.0,2,0.08823529411764706
Software Engineer,41,10,4,2,0,Neutral,4,2.0,3,0.24390243902439024
Data Scientist,23,15,5,2,1,Unsatisfied,5,,2,0.6521739130434783
Marketing,47,15,5,3,0,Unsatisfied,3,1.0,3,0.3191489361702128
Designer,45,14,2,1,1,Unsatisfied,1,2.0,1,0.3111111111111111
Project Manager,44,0,2,2,0,Unsatisfied,5,2.0,1,0.0
HR,50,5,3,1,0,Satisfied,2,2.0,3,0.1
HR,36,11,2,1,0,Unsatisfied,1,2.0,2,0.3055555555555556
Sales,32,8,1,2,1,Neutral,3,1.0,1,0.25
HR,38,9,5,2,0,Unsatisfied,3,1.0,3,0.23684210526315788
Marketing,24,5,1,1,0,Satisfied,1,2.0,3,0.20833333333333334
Sales,26,1,4,3,1,Satisfied,1,2.0,3,0.038461538461538464
Sales,48,14,4,3,1,Unsatisfied,3,,1,0.2916666666666667
HR,56,2,5,1,0,Unsatisfied,2,,3,0.03571428571428571
Project Manager,38,12,3,1,1,Neutral,5,,3,0.3157894736842105
HR,47,6,1,2,0,Neutral,3,2.0,1,0.1276595744680851
Sales,51,13,3,1,1,Unsatisfied,1,1.0,1,0.2549019607843137
Software Engineer,39,15,2,1,0,Satisfied,1,2.0,3,0.38461538461538464
Data Scientist,52,6,4,2,0,Neutral,4,1.0,3,0.11538461538461539
Designer,46,0,2,3,1,Neutral,1,,2,0.0
Marketing,20,10,1,2,1,Satisfied,1,,1,0.5
Project Manager,23,13,1,1,1,Unsatisfied,3,1.0,3,0.5652173913043478
HR,39,0,3,3,0,Unsatisfied,4,,2,0.0
HR,29,9,5,2,1,Neutral,4,1.0,1,0.3103448275862069
Project Manager,49,8,2,3,1,Unsatisfied,5,1.0,2,0.16326530612244897
Data Scientist,27,7,1,3,1,Unsatisfied,5,,2,0.25925925925925924
Project Manager,27,7,4,2,0,Satisfied,2,2.0,2,0.25925925925925924
Project Manager,26,8,3,3,0,Neutral,1,2.0,3,0.3076923076923077
Project Manager,39,12,1,1,1,Satisfied,2,,1,0.3076923076923077
Data Scientist,55,2,5,3,1,Neutral,2,,2,0.03636363636363636
Data Scientist,59,7,5,2,1,Unsatisfied,2,1.0,1,0.11864406779661017
Designer,49,9,4,2,1,Unsatisfied,3,,2,0.1836734693877551
Sales,38,8,5,3,1,Neutral,4,1.0,3,0.21052631578947367
Sales,26,0,4,2,0,Unsatisfied,4,2.0,2,0.0
Sales,31,2,2,1,1,Neutral,2,,3,0.06451612903225806
Designer,26,6,4,2,1,Unsatisfied,1,1.0,1,0.23076923076923078
Sales,32,9,2,3,0,Satisfied,2,,1,0.28125
Data Scientist,33,4,4,2,0,Neutral,5,2.0,1,0.12121212121212122
Sales,44,6,1,2,1,Satisfied,5,1.0,2,0.13636363636363635
Data Scientist,37,5,4,1,1,Unsatisfied,4,,2,0.13513513513513514
HR,20,1,5,3,0,Unsatisfied,4,,3,0.05
HR,34,7,5,2,1,Unsatisfied,2,,2,0.20588235294117646
Data Scientist,35,15,3,2,0,Neutral,3,,1,0.42857142857142855
HR,55,2,3,1,0,Neutral,4,2.0,3,0.03636363636363636
Project Manager,22,3,2,1,1,Unsatisfied,3,1.0,3,0.13636363636363635
Project Manager,41,6,5,2,1,Neutral,3,2.0,2,0.14634146341463414
Software Engineer,41,2,5,2,1,Satisfied,1,,2,0.04878048780487805
Software Engineer,48,13,5,1,1,Unsatisfied,3,2.0,1,0.2708333333333333
Software Engineer,56,9,5,1,1,Unsatisfied,1,1.0,3,0.16071428571428573
Project Manager,45,0,5,1,1,Neutral,2,1.0,1,0.0
Sales,53,2,4,2,1,Neutral,1,,2,0.03773584905660377
HR,28,2,2,2,0,Satisfied,5,1.0,3,0.07142857142857142
Project Manager,32,6,2,1,1,Satisfied,5,2.0,3,0.1875
Marketing,55,14,4,2,1,Neutral,5,1.0,2,0.2545454545454545
Sales,48,1,2,1,0,Satisfied,5,,1,0.020833333333333332
Project Manager,57,10,5,1,0,Unsatisfied,1,,1,0.17543859649122806
Designer,37,10,2,3,0,Unsatisfied,1,1.0,2,0.2702702702702703
Marketing,56,9,2,2,0,Neutral,3,,1,0.16071428571428573
Project Manager,23,14,1,3,1,Satisfied,5,2.0,3,0.6086956521739131
Designer,49,2,4,2,1,Neutral,2,1.0,3,0.04081632653061224
Marketing,25,15,1,3,1,Satisfied,4,,2,0.6
Designer,33,6,2,1,0,Unsatisfied,3,,2,0.18181818181818182
Marketing,31,2,3,3,1,Satisfied,2,,3,0.06451612903225806
Marketing,54,3,4,3,1,Satisfied,3,2.0,2,0.05555555555555555
Data Scientist,57,8,4,2,0,Neutral,1,,1,0.14035087719298245
Software Engineer,42,1,3,3,1,Neutral,5,2.0,1,0.023809523809523808
Software Engineer,49,2,5,2,1,Unsatisfied,5,,1,0.04081632653061224
Sales,33,7,4,1,0,Unsatisfied,1,,2,0.21212121212121213
Project Manager,47,8,2,1,1,Satisfied,5,2.0,3,0.1702127659574468
Software Engineer,56,7,5,1,1,Satisfied,1,1.0,3,0.125
Sales,25,3,5,3,1,Satisfied,3,1.0,3,0.12
Project Manager,36,3,1,3,0,Satisfied,1,2.0,3,0.08333333333333333
Marketing,26,3,3,1,1,Unsatisfied,3,2.0,1,0.11538461538461539
Software Engineer,56,10,1,3,1,Neutral,5,,2,0.17857142857142858
HR,54,15,5,1,0,Unsatisfied,4,1.0,1,0.2777777777777778
Sales,46,3,5,1,1,Satisfied,4,,1,0.06521739130434782
Data Scientist,36,10,5,2,1,Unsatisfied,2,1.0,2,0.2777777777777778
Marketing,45,3,2,2,1,Satisfied,2,,3,0.06666666666666667
Designer,36,9,4,1,1,Unsatisfied,1,,2,0.25
Data Scientist,46,4,5,1,0,Neutral,3,,3,0.08695652173913043
Sales,47,0,1,3,0,Unsatisfied,3,,3,0.0
Software Engineer,41,7,4,3,1,Neutral,1,2.0,1,0.17073170731707318
Data Scientist,38,15,2,3,0,Satisfied,4,,2,0.39473684210526316
Data Scientist,60,2,4,2,0,Satisfied,2,,1,0.03333333333333333
Project Manager,48,1,4,2,1,Unsatisfied,3,2.0,3,0.020833333333333332
Designer,24,10,1,2,0,Satisfied,5,,1,0.4166666666666667
Data Scientist,57,6,3,2,0,Neutral,3,,2,0.10526315789473684
Designer,30,0,5,2,0,Satisfied,2,,2,0.0
Data Scientist,42,14,1,3,1,Neutral,2,,1,0.3333333333333333
Data Scientist,51,11,5,3,1,Satisfied,1,,1,0.21568627450980393
Designer,28,11,4,3,0,Satisfied,4,1.0,1,0.39285714285714285
Software Engineer,60,14,4,1,1,Unsatisfied,1,2.0,3,0.23333333333333334
Project Manager,35,0,1,2,0,Neutral,2,1.0,1,0.0
Software Engineer,59,12,2,1,1,Neutral,5,,2,0.2033898305084746
Project Manager,58,1,4,2,0,Neutral,4,1.0,2,0.017241379310344827
HR,22,4,5,1,0,Neutral,5,1.0,1,0.18181818181818182
Sales,45,13,4,3,1,Neutral,5,2.0,2,0.28888888888888886
HR,27,5,2,3,1,Unsatisfied,5,1.0,2,0.18518518518518517
Designer,35,1,3,3,0,Neutral,4,,2,0.02857142857142857
Software Engineer,41,13,5,2,1,Unsatisfied,3,2.0,1,0.3170731707317073
Project Manager,31,8,3,2,0,Unsatisfied,5,,1,0.25806451612903225
HR,22,2,1,2,0,Satisfied,5,1.0,1,0.09090909090909091
Marketing,24,13,3,2,0,Satisfied,2,,3,0.5416666666666666
Data Scientist,24,12,4,1,0,Satisfied,2,1.0,2,0.5
Data Scientist,49,13,5,1,1,Neutral,4,,3,0.2653061224489796
Project Manager,52,3,1,1,0,Neutral,2,2.0,1,0.057692307692307696
Project Manager,55,15,4,1,0,Unsatisfied,2,,1,0.2727272727272727
HR,22,9,3,3,0,Unsatisfied,5,,3,0.4090909090909091
Data Scientist,35,7,3,2,1,Unsatisfied,1,2.0,3,0.2
Sales,52,12,1,2,1,Neutral,2,1.0,3,0.23076923076923078
Software Engineer,45,15,2,3,1,Satisfied,5,,3,0.3333333333333333
Data Scientist,30,3,3,1,0,Satisfied,3,1.0,1,0.1
HR,56,5,4,3,0,Unsatisfied,3,1.0,1,0.08928571428571429
Data Scientist,21,2,1,3,1,Unsatisfied,1,,1,0.09523809523809523
Project Manager,56,0,1,3,1,Neutral,1,,2,0.0
Marketing,26,1,4,2,0,Satisfied,3,2.0,2,0.038461538461538464
Data Scientist,25,9,2,1,1,Unsatisfied,5,2.0,2,0.36
Project Manager,27,15,4,2,0,Neutral,4,,2,0.5555555555555556
Software Engineer,60,11,4,2,1,Neutral,4,,3,0.18333333333333332
Project Manager,21,3,5,1,1,Satisfied,4,2.0,3,0.14285714285714285
Designer,25,10,1,2,1,Satisfied,2,2.0,1,0.4
Data Scientist,52,1,3,1,1,Neutral,5,,3,0.019230769230769232
Project Manager,41,8,3,2,1,Neutral,1,,2,0.1951219512195122
HR,21,1,1,3,0,Neutral,4,1.0,1,0.047619047619047616
Project Manager,56,2,4,1,0,Unsatisfied,5,,1,0.03571428571428571
Data Scientist,38,6,1,1,1,Unsatisfied,3,1.0,1,0.15789473684210525
Designer,43,9,1,1,1,Satisfied,5,1.0,3,0.20930232558139536
Designer,20,12,1,3,0,Unsatisfied,5,,1,0.6
HR,52,7,4,2,0,Neutral,3,,2,0.1346153846153846
Software Engineer,21,4,2,2,0,Unsatisfied,5,1.0,3,0.19047619047619047
Sales,56,15,4,2,0,Satisfied,3,1.0,1,0.26785714285714285
Software Engineer,38,5,3,2,0,Neutral,4,1.0,1,0.13157894736842105
Data Scientist,39,15,3,3,1,Unsatisfied,1,,1,0.38461538461538464
Marketing,47,5,2,2,1,Neutral,2,,2,0.10638297872340426
Project Manager,53,8,2,1,0,Unsatisfied,2,1.0,2,0.1509433962264151
Data Scientist,58,7,3,2,1,Unsatisfied,4,1.0,2,0.1206896551724138
Designer,55,15,5,2,0,Satisfied,3,,3,0.2727272727272727
Designer,54,13,3,3,1,Satisfied,3,1.0,3,0.24074074074074073
Software Engineer,60,13,2,2,0,Neutral,5,1.0,3,0.21666666666666667
Data Scientist,34,13,2,2,0,Neutral,1,1.0,1,0.38235294117647056
HR,50,14,4,1,0,Neutral,3,1.0,2,0.28
HR,60,15,5,2,0,Satisfied,1,2.0,2,0.25
Project Manager,20,11,1,2,0,Satisfied,3,,2,0.55
Marketing,60,15,3,1,0,Unsatisfied,1,2.0,1,0.25
HR,38,10,3,3,0,Satisfied,1,1.0,3,0.2631578947368421
Data Scientist,53,5,5,3,1,Satisfied,5,,1,0.09433962264150944
Sales,58,10,4,2,1,Satisfied,2,1.0,1,0.1724137931034483
Project Manager,49,13,5,2,1,Neutral,1,2.0,2,0.2653061224489796
Data Scientist,30,2,5,1,1,Satisfied,5,,2,0.06666666666666667
Designer,42,5,4,3,0,Unsatisfied,3,2.0,3,0.11904761904761904
Data Scientist,34,5,2,2,0,Satisfied,3,,3,0.14705882352941177
Project Manager,41,11,3,2,1,Satisfied,2,2.0,3,0.2682926829268293
Data Scientist,22,12,4,2,0,Unsatisfied,2,,2,0.5454545454545454
Sales,24,12,2,2,0,Neutral,5,,2,0.5
Project Manager,57,9,2,1,1,Unsatisfied,3,1.0,1,0.15789473684210525
Designer,29,15,4,2,0,Unsatisfied,1,,2,0.5172413793103449
Marketing,41,11,1,3,0,Unsatisfied,2,,3,0.2682926829268293
Designer,27,13,5,3,0,Unsatisfied,2,2.0,2,0.48148148148148145
Software Engineer,47,7,4,2,1,Unsatisfied,1,1.0,2,0.14893617021276595
Marketing,41,7,2,3,1,Unsatisfied,5,2.0,3,0.17073170731707318
Project Manager,33,11,3,1,1,Neutral,2,,1,0.3333333333333333
Marketing,35,6,5,3,1,Unsatisfied,4,,2,0.17142857142857143
Marketing,60,11,5,3,0,Unsatisfied,2,1.0,3,0.18333333333333332
HR,56,6,5,3,0,Unsatisfied,4,,2,0.10714285714285714
Project Manager,28,13,4,2,0,Unsatisfied,3,1.0,2,0.4642857142857143
Data Scientist,22,14,4,1,0,Neutral,3,1.0,1,0.6363636363636364
Designer,24,0,2,2,1,Satisfied,3,2.0,3,0.0
HR,22,14,4,1,0,Satisfied,4,1.0,1,0.6363636363636364
Project Manager,37,12,5,2,0,Neutral,2,1.0,2,0.32432432432432434
Marketing,32,4,5,2,0,Satisfied,2,1.0,1,0.125
Software Engineer,51,14,2,3,1,Satisfied,3,1.0,3,0.27450980392156865
Software Engineer,60,14,5,3,0,Neutral,2,1.0,3,0.23333333333333334
Software Engineer,27,4,1,3,0,Satisfied,1,1.0,3,0.14814814814814814
Software Engineer,44,3,2,2,0,Unsatisfied,4,,3,0.06818181818181818
Designer,48,3,3,2,1,Unsatisfied,5,2.0,1,0.0625
Project Manager,58,14,2,2,0,Neutral,2,,1,0.2413793103448276
Data Scientist,27,4,1,3,0,Neutral,1,,1,0.14814814814814814
Project Manager,22,0,1,2,0,Unsatisfied,3,2.0,2,0.0
Project Manager,50,13,1,2,1,Satisfied,3,2.0,3,0.26
HR,39,2,4,3,1,Neutral,1,,1,0.05128205128205128
Project Manager,20,12,3,2,1,Neutral,4,2.0,3,0.6
Software Engineer,36,1,1,1,1,Unsatisfied,4,1.0,1,0.027777777777777776
Sales,60,15,1,3,1,Unsatisfied,2,,2,0.25
